Circuit,Class,Constructor,Country,Rider,Season,Class_Clean,Country_Full
TT Circuit Assen,MotoGP™,Yamaha,IT,Valentino Rossi,2017,MotoGP,ITALY
TT Circuit Assen,Moto3™,Honda,ES,Aron Canet,2017,Moto3™,SPAIN
Circuit de Barcelona-Catalunya,Moto3™,Honda,ES,Joan Mir,2017,Moto3™,SPAIN
Circuit de Barcelona-Catalunya,Moto2™,Kalex,ES,Alex Marquez,2017,Moto2™,SPAIN
Circuit de Barcelona-Catalunya,MotoGP™,Ducati,IT,Andrea Dovizioso,2017,MotoGP,ITALY
Autodromo Internazionale del Mugello,Moto2™,Kalex,IT,Mattia Pasini,2017,Moto2™,ITALY
Autodromo Internazionale del Mugello,MotoGP™,Ducati,IT,Andrea Dovizioso,2017,MotoGP,ITALY
Autodromo Internazionale del Mugello,Moto3™,KTM,IT,Andrea Migno,2017,Moto3™,ITALY
Sepang International Circuit,Moto2™,Kalex,FR,Johann Zarco,2016,Moto2™,FRANCE
Phillip Island,MotoGP™,Honda,GB,Cal Crutchlow,2016,MotoGP,GREAT BRITAIN
Phillip Island,Moto3™,KTM,ZA,Brad Binder,2016,Moto3™,SOUTH AFRICA
Phillip Island,Moto2™,Kalex,CH,Thomas Luthi,2016,Moto2™,SWITZERLAND
Mobility Resort Motegi,Moto2™,Kalex,CH,Thomas Luthi,2016,Moto2™,SWITZERLAND
Mobility Resort Motegi,MotoGP™,Honda,ES,Marc Marquez,2016,MotoGP,SPAIN
Mobility Resort Motegi,Moto3™,Honda,IT,Enea Bastianini,2016,Moto3™,ITALY
MotorLand Aragón,Moto2™,Kalex,GB,Sam Lowes,2016,Moto2™,GREAT BRITAIN
MotorLand Aragón,MotoGP™,Honda,ES,Marc Marquez,2016,MotoGP,SPAIN
MotorLand Aragón,Moto3™,Honda,ES,Jorge Navarro,2016,Moto3™,SPAIN
Misano World Circuit Marco Simoncelli,Moto2™,Kalex,IT,Lorenzo Baldassarri,2016,Moto2™,ITALY
Misano World Circuit Marco Simoncelli,MotoGP™,Honda,ES,Dani Pedrosa,2016,MotoGP,SPAIN
Misano World Circuit Marco Simoncelli,Moto3™,KTM,ZA,Brad Binder,2016,Moto3™,SOUTH AFRICA
Silverstone Circuit,Moto2™,Kalex,CH,Thomas Luthi,2016,Moto2™,SWITZERLAND
Silverstone Circuit,Moto3™,KTM,ZA,Brad Binder,2016,Moto3™,SOUTH AFRICA
Silverstone Circuit,MotoGP™,Suzuki,ES,Maverick Viñales,2016,MotoGP,SPAIN
Automotodrom Brno,Moto2™,Kalex,DE,Jonas Folger,2016,Moto2™,GERMANY
Automotodrom Brno,MotoGP™,Honda,GB,Cal Crutchlow,2016,MotoGP,GREAT BRITAIN
Automotodrom Brno,Moto3™,Peugeot,GB,John Mcphee,2016,Moto3™,GREAT BRITAIN
Red Bull Ring - Spielberg,MotoGP™,Ducati,IT,Andrea Iannone,2016,MotoGP,ITALY
Red Bull Ring - Spielberg,Moto3™,KTM,ES,Joan Mir,2016,Moto3™,SPAIN
Red Bull Ring - Spielberg,Moto2™,Kalex,FR,Johann Zarco,2016,Moto2™,FRANCE
Sachsenring,MotoGP™,Honda,ES,Marc Marquez,2016,MotoGP,SPAIN
Sachsenring,Moto3™,Honda,MT,Khairul Idham Pawi,2016,Moto3™,MALTA
Sachsenring,Moto2™,Kalex,FR,Johann Zarco,2016,Moto2™,FRANCE
TT Circuit Assen,Moto2™,Kalex,JP,Takaaki Nakagami,2016,Moto2™,JAPAN
TT Circuit Assen,Moto3™,Mahindra,IT,Francesco Bagnaia,2016,Moto3™,ITALY
TT Circuit Assen,MotoGP™,Honda,AU,Jack Miller,2016,MotoGP,AUSTRALIA
Circuit de Barcelona-Catalunya,MotoGP™,Yamaha,IT,Valentino Rossi,2016,MotoGP,ITALY
Circuit de Barcelona-Catalunya,Moto2™,Kalex,FR,Johann Zarco,2016,Moto2™,FRANCE
Circuit de Barcelona-Catalunya,Moto3™,Honda,ES,Jorge Navarro,2016,Moto3™,SPAIN
Autodromo Internazionale del Mugello,Moto3™,KTM,ZA,Brad Binder,2016,Moto3™,SOUTH AFRICA
Autodromo Internazionale del Mugello,Moto2™,Kalex,FR,Johann Zarco,2016,Moto2™,FRANCE
Autodromo Internazionale del Mugello,MotoGP™,Yamaha,ES,Jorge Lorenzo,2016,MotoGP,SPAIN
Le Mans,MotoGP™,Yamaha,ES,Jorge Lorenzo,2016,MotoGP,SPAIN
Le Mans,Moto2™,Kalex,ES,Alex Rins,2016,Moto2™,SPAIN
Le Mans,Moto3™,KTM,ZA,Brad Binder,2016,Moto3™,SOUTH AFRICA
Circuito de Jerez - Angel Nieto,MotoGP™,Yamaha,IT,Valentino Rossi,2016,MotoGP,ITALY
Circuito de Jerez - Angel Nieto,Moto3™,KTM,ZA,Brad Binder,2016,Moto3™,SOUTH AFRICA
Circuito de Jerez - Angel Nieto,Moto2™,Kalex,GB,Sam Lowes,2016,Moto2™,GREAT BRITAIN
Circuit Of The Americas,Moto2™,Kalex,ES,Alex Rins,2016,Moto2™,SPAIN
Circuit Of The Americas,MotoGP™,Honda,ES,Marc Marquez,2016,MotoGP,SPAIN
Circuit Of The Americas,Moto3™,KTM,IT,Romano Fenati,2016,Moto3™,ITALY
Termas de Río Hondo,Moto3™,Honda,MT,Khairul Idham Pawi,2016,Moto3™,MALTA
Termas de Río Hondo,MotoGP™,Honda,ES,Marc Marquez,2016,MotoGP,SPAIN
Termas de Río Hondo,Moto2™,Kalex,FR,Johann Zarco,2016,Moto2™,FRANCE
Lusail International Circuit,MotoGP™,Yamaha,ES,Jorge Lorenzo,2016,MotoGP,SPAIN
Lusail International Circuit,Moto3™,Honda,IT,Niccolò Antonelli,2016,Moto3™,ITALY
Lusail International Circuit,Moto2™,Kalex,CH,Thomas Luthi,2016,Moto2™,SWITZERLAND
Circuit Ricardo Tormo,Moto2™,Kalex,ES,Tito Rabat,2015,Moto2™,SPAIN
Circuit Ricardo Tormo,MotoGP™,Yamaha,ES,Jorge Lorenzo,2015,MotoGP,SPAIN
Circuit Ricardo Tormo,Moto3™,KTM,PT,Miguel Oliveira,2015,Moto3™,PORTUGAL
Sepang International Circuit,Moto3™,KTM,PT,Miguel Oliveira,2015,Moto3™,PORTUGAL
Sepang International Circuit,MotoGP™,Honda,ES,Dani Pedrosa,2015,MotoGP,SPAIN
Sepang International Circuit,Moto2™,Kalex,FR,Johann Zarco,2015,Moto2™,FRANCE
Phillip Island,Moto2™,Kalex,ES,Alex Rins,2015,Moto2™,SPAIN
Phillip Island,MotoGP™,Honda,ES,Marc Marquez,2015,MotoGP,SPAIN
Phillip Island,Moto3™,KTM,PT,Miguel Oliveira,2015,Moto3™,PORTUGAL
Mobility Resort Motegi,MotoGP™,Honda,ES,Dani Pedrosa,2015,MotoGP,SPAIN
Mobility Resort Motegi,Moto3™,Honda,IT,Niccolò Antonelli,2015,Moto3™,ITALY
Mobility Resort Motegi,Moto2™,Kalex,FR,Johann Zarco,2015,Moto2™,FRANCE
MotorLand Aragón,Moto3™,KTM,PT,Miguel Oliveira,2015,Moto3™,PORTUGAL
MotorLand Aragón,Moto2™,Kalex,ES,Tito Rabat,2015,Moto2™,SPAIN
MotorLand Aragón,MotoGP™,Yamaha,ES,Jorge Lorenzo,2015,MotoGP,SPAIN
Misano World Circuit Marco Simoncelli,Moto2™,Kalex,FR,Johann Zarco,2015,Moto2™,FRANCE
Misano World Circuit Marco Simoncelli,Moto3™,Honda,IT,Enea Bastianini,2015,Moto3™,ITALY
Misano World Circuit Marco Simoncelli,MotoGP™,Honda,ES,Marc Marquez,2015,MotoGP,SPAIN
Silverstone Circuit,Moto2™,Kalex,FR,Johann Zarco,2015,Moto2™,FRANCE
Silverstone Circuit,MotoGP™,Yamaha,IT,Valentino Rossi,2015,MotoGP,ITALY
Silverstone Circuit,Moto3™,Honda,GB,Danny Kent,2015,Moto3™,GREAT BRITAIN
Automotodrom Brno,MotoGP™,Yamaha,ES,Jorge Lorenzo,2015,MotoGP,SPAIN
Automotodrom Brno,Moto3™,Honda,IT,Niccolò Antonelli,2015,Moto3™,ITALY
Automotodrom Brno,Moto2™,Kalex,FR,Johann Zarco,2015,Moto2™,FRANCE
Indianapolis Motor Speedway,Moto2™,Kalex,ES,Alex Rins,2015,Moto2™,SPAIN
Indianapolis Motor Speedway,MotoGP™,Honda,ES,Marc Marquez,2015,MotoGP,SPAIN
Indianapolis Motor Speedway,Moto3™,Honda,BE,Livio Loi,2015,Moto3™,BELGIUM
Sachsenring,Moto3™,Honda,GB,Danny Kent,2015,Moto3™,GREAT BRITAIN
Sachsenring,Moto2™,Kalex,BE,Xavier Simeon,2015,Moto2™,BELGIUM
Sachsenring,MotoGP™,Honda,ES,Marc Marquez,2015,MotoGP,SPAIN
TT Circuit Assen,Moto2™,Kalex,FR,Johann Zarco,2015,Moto2™,FRANCE
TT Circuit Assen,MotoGP™,Yamaha,IT,Valentino Rossi,2015,MotoGP,ITALY
TT Circuit Assen,Moto3™,KTM,PT,Miguel Oliveira,2015,Moto3™,PORTUGAL
Circuit de Barcelona-Catalunya,Moto2™,Kalex,FR,Johann Zarco,2015,Moto2™,FRANCE
Circuit de Barcelona-Catalunya,Moto3™,Honda,GB,Danny Kent,2015,Moto3™,GREAT BRITAIN
Circuit de Barcelona-Catalunya,MotoGP™,Yamaha,ES,Jorge Lorenzo,2015,MotoGP,SPAIN
Autodromo Internazionale del Mugello,Moto2™,Kalex,ES,Tito Rabat,2015,Moto2™,SPAIN
Autodromo Internazionale del Mugello,MotoGP™,Yamaha,ES,Jorge Lorenzo,2015,MotoGP,SPAIN
Autodromo Internazionale del Mugello,Moto3™,KTM,PT,Miguel Oliveira,2015,Moto3™,PORTUGAL
Le Mans,Moto3™,KTM,IT,Romano Fenati,2015,Moto3™,ITALY
Le Mans,MotoGP™,Yamaha,ES,Jorge Lorenzo,2015,MotoGP,SPAIN
Le Mans,Moto2™,Kalex,CH,Thomas Luthi,2015,Moto2™,SWITZERLAND
Circuito de Jerez - Angel Nieto,Moto2™,Kalex,DE,Jonas Folger,2015,Moto2™,GERMANY
Circuito de Jerez - Angel Nieto,MotoGP™,Yamaha,ES,Jorge Lorenzo,2015,MotoGP,SPAIN
Circuito de Jerez - Angel Nieto,Moto3™,Honda,GB,Danny Kent,2015,Moto3™,GREAT BRITAIN
Termas de Río Hondo,Moto3™,Honda,GB,Danny Kent,2015,Moto3™,GREAT BRITAIN
Termas de Río Hondo,MotoGP™,Yamaha,IT,Valentino Rossi,2015,MotoGP,ITALY
Termas de Río Hondo,Moto2™,Kalex,FR,Johann Zarco,2015,Moto2™,FRANCE
Circuit Of The Americas,Moto2™,Speed Up,GB,Sam Lowes,2015,Moto2™,GREAT BRITAIN
Circuit Of The Americas,Moto3™,Honda,GB,Danny Kent,2015,Moto3™,GREAT BRITAIN
Circuit Of The Americas,MotoGP™,Honda,ES,Marc Marquez,2015,MotoGP,SPAIN
Misano World Circuit Marco Simoncelli,MotoGP™,Yamaha,IT,Valentino Rossi,2014,MotoGP,ITALY
Silverstone Circuit,MotoGP™,Honda,ES,Marc Marquez,2014,MotoGP,SPAIN
Silverstone Circuit,Moto2™,Kalex,ES,Tito Rabat,2014,Moto2™,SPAIN
Silverstone Circuit,Moto3™,Honda,ES,Alex Rins,2014,Moto3™,SPAIN
Automotodrom Brno,Moto2™,Kalex,ES,Tito Rabat,2014,Moto2™,SPAIN
Automotodrom Brno,Moto3™,Honda,FR,Alexis Masbou,2014,Moto3™,FRANCE
Automotodrom Brno,MotoGP™,Honda,ES,Dani Pedrosa,2014,MotoGP,SPAIN
Indianapolis Motor Speedway,Moto3™,Honda,ES,Efren Vazquez,2014,Moto3™,SPAIN
Indianapolis Motor Speedway,MotoGP™,Honda,ES,Marc Marquez,2014,MotoGP,SPAIN
Indianapolis Motor Speedway,Moto2™,Kalex,FI,Mika Kallio,2014,Moto2™,FINLAND
Sachsenring,MotoGP™,Honda,ES,Marc Marquez,2014,MotoGP,SPAIN
Sachsenring,Moto3™,KTM,AU,Jack Miller,2014,Moto3™,AUSTRALIA
Sachsenring,Moto2™,Suter,CH,Dominique Aegerter,2014,Moto2™,SWITZERLAND
TT Circuit Assen,MotoGP™,Honda,ES,Marc Marquez,2014,MotoGP,SPAIN
TT Circuit Assen,Moto2™,Speed Up,AU,Anthony West,2014,Moto2™,AUSTRALIA
TT Circuit Assen,Moto3™,Honda,ES,Alex Marquez,2014,Moto3™,SPAIN
Circuit de Barcelona-Catalunya,MotoGP™,Honda,ES,Marc Marquez,2014,MotoGP,SPAIN
Circuit de Barcelona-Catalunya,Moto2™,Kalex,ES,Tito Rabat,2014,Moto2™,SPAIN
Circuit de Barcelona-Catalunya,Moto3™,Honda,ES,Alex Marquez,2014,Moto3™,SPAIN
Autodromo Internazionale del Mugello,Moto2™,Kalex,ES,Tito Rabat,2014,Moto2™,SPAIN
Autodromo Internazionale del Mugello,MotoGP™,Honda,ES,Marc Marquez,2014,MotoGP,SPAIN
Autodromo Internazionale del Mugello,Moto3™,KTM,IT,Romano Fenati,2014,Moto3™,ITALY
Le Mans,MotoGP™,Honda,ES,Marc Marquez,2014,MotoGP,SPAIN
Le Mans,Moto2™,Kalex,FI,Mika Kallio,2014,Moto2™,FINLAND
Le Mans,Moto3™,KTM,AU,Jack Miller,2014,Moto3™,AUSTRALIA
Circuito de Jerez - Angel Nieto,MotoGP™,Honda,ES,Marc Marquez,2014,MotoGP,SPAIN
Circuito de Jerez - Angel Nieto,Moto3™,KTM,IT,Romano Fenati,2014,Moto3™,ITALY
Circuito de Jerez - Angel Nieto,Moto2™,Kalex,FI,Mika Kallio,2014,Moto2™,FINLAND
Termas de Río Hondo,MotoGP™,Honda,ES,Marc Marquez,2014,MotoGP,SPAIN
Termas de Río Hondo,Moto3™,KTM,IT,Romano Fenati,2014,Moto3™,ITALY
Termas de Río Hondo,Moto2™,Kalex,ES,Tito Rabat,2014,Moto2™,SPAIN
Circuit Of The Americas,Moto2™,Kalex,ES,Maverick Viñales,2014,Moto2™,SPAIN
Circuit Of The Americas,Moto3™,KTM,AU,Jack Miller,2014,Moto3™,AUSTRALIA
Circuit Of The Americas,MotoGP™,Honda,ES,Marc Marquez,2014,MotoGP,SPAIN
Lusail International Circuit,MotoGP™,Honda,ES,Marc Marquez,2014,MotoGP,SPAIN
Lusail International Circuit,Moto2™,Kalex,ES,Tito Rabat,2014,Moto2™,SPAIN
Lusail International Circuit,Moto3™,KTM,AU,Jack Miller,2014,Moto3™,AUSTRALIA
Circuit Ricardo Tormo,Moto3™,KTM,ES,Maverick Viñales,2013,Moto3™,SPAIN
Circuit Ricardo Tormo,MotoGP™,Yamaha,ES,Jorge Lorenzo,2013,MotoGP,SPAIN
Circuit Ricardo Tormo,Moto2™,Suter,ES,Nicolas Terol,2013,Moto2™,SPAIN
Mobility Resort Motegi,Moto2™,Kalex,ES,Pol Espargaro,2013,Moto2™,SPAIN
Mobility Resort Motegi,Moto3™,KTM,ES,Alex Marquez,2013,Moto3™,SPAIN
Mobility Resort Motegi,MotoGP™,Yamaha,ES,Jorge Lorenzo,2013,MotoGP,SPAIN
Phillip Island,Moto2™,Kalex,ES,Pol Espargaro,2013,Moto2™,SPAIN
Phillip Island,Moto3™,KTM,ES,Alex Rins,2013,Moto3™,SPAIN
Phillip Island,MotoGP™,Yamaha,ES,Jorge Lorenzo,2013,MotoGP,SPAIN
Sepang International Circuit,Moto2™,Kalex,ES,Tito Rabat,2013,Moto2™,SPAIN
Sepang International Circuit,Moto3™,KTM,ES,Luis Salom,2013,Moto3™,SPAIN
Sepang International Circuit,MotoGP™,Honda,ES,Dani Pedrosa,2013,MotoGP,SPAIN
MotorLand Aragón,Moto2™,Suter,ES,Nicolas Terol,2013,Moto2™,SPAIN
MotorLand Aragón,MotoGP™,Honda,ES,Marc Marquez,2013,MotoGP,SPAIN
MotorLand Aragón,Moto3™,KTM,ES,Alex Rins,2013,Moto3™,SPAIN
Misano World Circuit Marco Simoncelli,Moto3™,KTM,ES,Alex Rins,2013,Moto3™,SPAIN
Misano World Circuit Marco Simoncelli,MotoGP™,Yamaha,ES,Jorge Lorenzo,2013,MotoGP,SPAIN
Misano World Circuit Marco Simoncelli,Moto2™,Kalex,ES,Pol Espargaro,2013,Moto2™,SPAIN
Silverstone Circuit,Moto2™,Kalex,GB,Scott Redding,2013,Moto2™,GREAT BRITAIN
Silverstone Circuit,MotoGP™,Yamaha,ES,Jorge Lorenzo,2013,MotoGP,SPAIN
Silverstone Circuit,Moto3™,KTM,ES,Luis Salom,2013,Moto3™,SPAIN
Automotodrom Brno,MotoGP™,Honda,ES,Marc Marquez,2013,MotoGP,SPAIN
Automotodrom Brno,Moto2™,Kalex,FI,Mika Kallio,2013,Moto2™,FINLAND
Automotodrom Brno,Moto3™,KTM,ES,Luis Salom,2013,Moto3™,SPAIN
Indianapolis Motor Speedway,MotoGP™,Honda,ES,Marc Marquez,2013,MotoGP,SPAIN
Indianapolis Motor Speedway,Moto2™,Kalex,ES,Tito Rabat,2013,Moto2™,SPAIN
Indianapolis Motor Speedway,Moto3™,KTM,ES,Alex Rins,2013,Moto3™,SPAIN
Mazda Raceway,MotoGP™,Honda,ES,Marc Marquez,2013,MotoGP,SPAIN
Sachsenring,MotoGP™,Honda,ES,Marc Marquez,2013,MotoGP,SPAIN
Sachsenring,Moto2™,Suter,ES,Jordi Torres,2013,Moto2™,SPAIN
Sachsenring,Moto3™,KTM,ES,Alex Rins,2013,Moto3™,SPAIN
TT Circuit Assen,MotoGP™,Yamaha,IT,Valentino Rossi,2013,MotoGP,ITALY
TT Circuit Assen,Moto2™,Kalex,ES,Pol Espargaro,2013,Moto2™,SPAIN
TT Circuit Assen,Moto3™,KTM,ES,Luis Salom,2013,Moto3™,SPAIN
Circuit de Barcelona-Catalunya,MotoGP™,Yamaha,ES,Jorge Lorenzo,2013,MotoGP,SPAIN
Circuit de Barcelona-Catalunya,Moto3™,KTM,ES,Luis Salom,2013,Moto3™,SPAIN
Circuit de Barcelona-Catalunya,Moto2™,Kalex,ES,Pol Espargaro,2013,Moto2™,SPAIN
Autodromo Internazionale del Mugello,Moto2™,Kalex,GB,Scott Redding,2013,Moto2™,GREAT BRITAIN
Autodromo Internazionale del Mugello,Moto3™,KTM,ES,Luis Salom,2013,Moto3™,SPAIN
Autodromo Internazionale del Mugello,MotoGP™,Yamaha,ES,Jorge Lorenzo,2013,MotoGP,SPAIN
Le Mans,Moto2™,Kalex,GB,Scott Redding,2013,Moto2™,GREAT BRITAIN
Le Mans,MotoGP™,Honda,ES,Dani Pedrosa,2013,MotoGP,SPAIN
Le Mans,Moto3™,KTM,ES,Maverick Viñales,2013,Moto3™,SPAIN
Circuito de Jerez - Angel Nieto,MotoGP™,Honda,ES,Dani Pedrosa,2013,MotoGP,SPAIN
Circuito de Jerez - Angel Nieto,Moto2™,Kalex,ES,Tito Rabat,2013,Moto2™,SPAIN
Circuito de Jerez - Angel Nieto,Moto3™,KTM,ES,Maverick Viñales,2013,Moto3™,SPAIN
Circuit Of The Americas,MotoGP™,Honda,ES,Marc Marquez,2013,MotoGP,SPAIN
Circuit Of The Americas,Moto3™,KTM,ES,Alex Rins,2013,Moto3™,SPAIN
Circuit Of The Americas,Moto2™,Suter,ES,Nicolas Terol,2013,Moto2™,SPAIN
Lusail International Circuit,Moto2™,Kalex,ES,Pol Espargaro,2013,Moto2™,SPAIN
Lusail International Circuit,MotoGP™,Yamaha,ES,Jorge Lorenzo,2013,MotoGP,SPAIN
Lusail International Circuit,Moto3™,KTM,ES,Luis Salom,2013,Moto3™,SPAIN
Circuit Ricardo Tormo,MotoGP™,Honda,ES,Dani Pedrosa,2012,MotoGP,SPAIN
Circuit Ricardo Tormo,Moto2™,Suter,ES,Marc Marquez,2012,Moto2™,SPAIN
Circuit Ricardo Tormo,Moto3™,KTM,GB,Danny Kent,2012,Moto3™,GREAT BRITAIN
Phillip Island,Moto2™,Kalex,ES,Pol Espargaro,2012,Moto2™,SPAIN
Phillip Island,MotoGP™,Honda,AU,Casey Stoner,2012,MotoGP,AUSTRALIA
Phillip Island,Moto3™,KTM,DE,Sandro Cortese,2012,Moto3™,GERMANY
Sepang International Circuit,MotoGP™,Honda,ES,Dani Pedrosa,2012,MotoGP,SPAIN
Sepang International Circuit,Moto2™,FTR,SM,Alex De Angelis,2012,Moto2™,SAN MARINO
Sepang International Circuit,Moto3™,KTM,DE,Sandro Cortese,2012,Moto3™,GERMANY
Mobility Resort Motegi,Moto3™,KTM,GB,Danny Kent,2012,Moto3™,GREAT BRITAIN
Mobility Resort Motegi,MotoGP™,Honda,ES,Dani Pedrosa,2012,MotoGP,SPAIN
Mobility Resort Motegi,Moto2™,Suter,ES,Marc Marquez,2012,Moto2™,SPAIN
MotorLand Aragón,MotoGP™,Honda,ES,Dani Pedrosa,2012,MotoGP,SPAIN
MotorLand Aragón,Moto2™,Kalex,ES,Pol Espargaro,2012,Moto2™,SPAIN
MotorLand Aragón,Moto3™,Kalex KTM,ES,Luis Salom,2012,Moto3™,SPAIN
Misano World Circuit Marco Simoncelli,Moto3™,KTM,DE,Sandro Cortese,2012,Moto3™,GERMANY
Misano World Circuit Marco Simoncelli,MotoGP™,Yamaha,ES,Jorge Lorenzo,2012,MotoGP,SPAIN
Misano World Circuit Marco Simoncelli,Moto2™,Suter,ES,Marc Marquez,2012,Moto2™,SPAIN
Automotodrom Brno,Moto3™,Kalex KTM,DE,Jonas Folger,2012,Moto3™,GERMANY
Automotodrom Brno,Moto2™,Suter,ES,Marc Marquez,2012,Moto2™,SPAIN
Automotodrom Brno,MotoGP™,Honda,ES,Dani Pedrosa,2012,MotoGP,SPAIN
Indianapolis Motor Speedway,Moto3™,Kalex KTM,ES,Luis Salom,2012,Moto3™,SPAIN
Indianapolis Motor Speedway,Moto2™,Suter,ES,Marc Marquez,2012,Moto2™,SPAIN
Indianapolis Motor Speedway,MotoGP™,Honda,ES,Dani Pedrosa,2012,MotoGP,SPAIN
Mazda Raceway,MotoGP™,Honda,AU,Casey Stoner,2012,MotoGP,AUSTRALIA
Autodromo Internazionale del Mugello,MotoGP™,Yamaha,ES,Jorge Lorenzo,2012,MotoGP,SPAIN
Autodromo Internazionale del Mugello,Moto2™,Speed Up,IT,Andrea Iannone,2012,Moto2™,ITALY
Autodromo Internazionale del Mugello,Moto3™,FTR Honda,ES,Maverick Viñales,2012,Moto3™,SPAIN
Sachsenring,Moto3™,KTM,DE,Sandro Cortese,2012,Moto3™,GERMANY
Sachsenring,MotoGP™,Honda,ES,Dani Pedrosa,2012,MotoGP,SPAIN
Sachsenring,Moto2™,Suter,ES,Marc Marquez,2012,Moto2™,SPAIN
TT Circuit Assen,Moto3™,FTR Honda,ES,Maverick Viñales,2012,Moto3™,SPAIN
TT Circuit Assen,Moto2™,Suter,ES,Marc Marquez,2012,Moto2™,SPAIN
TT Circuit Assen,MotoGP™,Honda,AU,Casey Stoner,2012,MotoGP,AUSTRALIA
Silverstone Circuit,MotoGP™,Yamaha,ES,Jorge Lorenzo,2012,MotoGP,SPAIN
Silverstone Circuit,Moto2™,Kalex,ES,Pol Espargaro,2012,Moto2™,SPAIN
Silverstone Circuit,Moto3™,FTR Honda,ES,Maverick Viñales,2012,Moto3™,SPAIN
Circuit de Barcelona-Catalunya,MotoGP™,Yamaha,ES,Jorge Lorenzo,2012,MotoGP,SPAIN
Circuit de Barcelona-Catalunya,Moto3™,FTR Honda,ES,Maverick Viñales,2012,Moto3™,SPAIN
Circuit de Barcelona-Catalunya,Moto2™,Speed Up,IT,Andrea Iannone,2012,Moto2™,ITALY
Le Mans,MotoGP™,Yamaha,ES,Jorge Lorenzo,2012,MotoGP,SPAIN
Le Mans,Moto3™,FTR Honda,FR,Louis Rossi,2012,Moto3™,FRANCE
Le Mans,Moto2™,Suter,CH,Thomas Luthi,2012,Moto2™,SWITZERLAND
Estoril Circuit,Moto2™,Suter,ES,Marc Marquez,2012,Moto2™,SPAIN
Estoril Circuit,MotoGP™,Honda,AU,Casey Stoner,2012,MotoGP,AUSTRALIA
Estoril Circuit,Moto3™,KTM,DE,Sandro Cortese,2012,Moto3™,GERMANY
Circuito de Jerez - Angel Nieto,Moto2™,Kalex,ES,Pol Espargaro,2012,Moto2™,SPAIN
Circuito de Jerez - Angel Nieto,Moto3™,FTR Honda,IT,Romano Fenati,2012,Moto3™,ITALY
Circuito de Jerez - Angel Nieto,MotoGP™,Honda,AU,Casey Stoner,2012,MotoGP,AUSTRALIA
Lusail International Circuit,Moto2™,Suter,ES,Marc Marquez,2012,Moto2™,SPAIN
Lusail International Circuit,MotoGP™,Yamaha,ES,Jorge Lorenzo,2012,MotoGP,SPAIN
Lusail International Circuit,Moto3™,FTR Honda,ES,Maverick Viñales,2012,Moto3™,SPAIN
Circuit Ricardo Tormo,125cc,Aprilia,ES,Maverick Viñales,2011,125cc,SPAIN
Circuit Ricardo Tormo,MotoGP™,Honda,AU,Casey Stoner,2011,MotoGP,AUSTRALIA
Circuit Ricardo Tormo,Moto2™,Moriwaki,IT,Michele Pirro,2011,Moto2™,ITALY
Sepang International Circuit,125cc,Aprilia,ES,Maverick Viñales,2011,125cc,SPAIN
Sepang International Circuit,Moto2™,Suter,CH,Thomas Luthi,2011,Moto2™,SWITZERLAND
Phillip Island,MotoGP™,Honda,AU,Casey Stoner,2011,MotoGP,AUSTRALIA
Phillip Island,125cc,Aprilia,DE,Sandro Cortese,2011,125cc,GERMANY
Phillip Island,Moto2™,Motobi,SM,Alex De Angelis,2011,Moto2™,SAN MARINO
Mobility Resort Motegi,MotoGP™,Honda,ES,Dani Pedrosa,2011,MotoGP,SPAIN
Mobility Resort Motegi,125cc,Derbi,FR,Johann Zarco,2011,125cc,FRANCE
Mobility Resort Motegi,Moto2™,Suter,IT,Andrea Iannone,2011,Moto2™,ITALY
MotorLand Aragón,MotoGP™,Honda,AU,Casey Stoner,2011,MotoGP,AUSTRALIA
MotorLand Aragón,125cc,Aprilia,ES,Nicolas Terol,2011,125cc,SPAIN
MotorLand Aragón,Moto2™,Suter,ES,Marc Marquez,2011,Moto2™,SPAIN
Misano World Circuit Marco Simoncelli,125cc,Aprilia,ES,Nicolas Terol,2011,125cc,SPAIN
Misano World Circuit Marco Simoncelli,Moto2™,Suter,ES,Marc Marquez,2011,Moto2™,SPAIN
Misano World Circuit Marco Simoncelli,MotoGP™,Yamaha,ES,Jorge Lorenzo,2011,MotoGP,SPAIN
Indianapolis Motor Speedway,125cc,Aprilia,ES,Nicolas Terol,2011,125cc,SPAIN
Indianapolis Motor Speedway,Moto2™,Suter,ES,Marc Marquez,2011,Moto2™,SPAIN
Indianapolis Motor Speedway,MotoGP™,Honda,AU,Casey Stoner,2011,MotoGP,AUSTRALIA
Automotodrom Brno,MotoGP™,Honda,AU,Casey Stoner,2011,MotoGP,AUSTRALIA
Automotodrom Brno,125cc,Aprilia,DE,Sandro Cortese,2011,125cc,GERMANY
Automotodrom Brno,Moto2™,Suter,IT,Andrea Iannone,2011,Moto2™,ITALY
Mazda Raceway,MotoGP™,Honda,AU,Casey Stoner,2011,MotoGP,AUSTRALIA
Sachsenring,Moto2™,Suter,ES,Marc Marquez,2011,Moto2™,SPAIN
Sachsenring,MotoGP™,Honda,ES,Dani Pedrosa,2011,MotoGP,SPAIN
Sachsenring,125cc,Aprilia,ES,Hector Faubel,2011,125cc,SPAIN
Autodromo Internazionale del Mugello,MotoGP™,Yamaha,ES,Jorge Lorenzo,2011,MotoGP,SPAIN
Autodromo Internazionale del Mugello,125cc,Aprilia,ES,Nicolas Terol,2011,125cc,SPAIN
Autodromo Internazionale del Mugello,Moto2™,Suter,ES,Marc Marquez,2011,Moto2™,SPAIN
