Circuit,Class,Constructor,Country,Rider,Season,Class_Clean,Country_Full
Spa-Francorchamps,50cc,Derbi,ES,Angel Nieto,1972,50cc,SPAIN
Spa-Francorchamps,125cc,Derbi,ES,Angel Nieto,1972,125cc,SPAIN
TT Circuit Assen,250cc,Yamaha,GB,Rodney Gould,1972,250cc,GREAT BRITAIN
TT Circuit Assen,125cc,Derbi,ES,Angel Nieto,1972,125cc,SPAIN
TT Circuit Assen,MotoGP™,MV Agusta,IT,Giacomo Agostini,1972,MotoGP,ITALY
TT Circuit Assen,350cc,MV Agusta,IT,Giacomo Agostini,1972,350cc,ITALY
TT Circuit Assen,50cc,Derbi,ES,Angel Nieto,1972,50cc,SPAIN
Opatija,350cc,Yamaha,HU,Janos Drapal,1972,350cc,HUNGARY
Opatija,50cc,Kreidler,NL,Jan Bruins,1972,50cc,NETHERLANDS
Opatija,125cc,Yamaha,SE,Kent Andersson,1972,125cc,SWEDEN
Opatija,250cc,Aermacchi,IT,Renzo Pasolini,1972,250cc,ITALY
Opatija,MotoGP™,MV Agusta,IT,Alberto Pagani,1972,MotoGP,ITALY
Isle of Man,250cc,Yamaha,GB,Phil Read,1972,250cc,GREAT BRITAIN
Isle of Man,125cc,Yamaha,GB,Chas Mortimer,1972,125cc,GREAT BRITAIN
Isle of Man,350cc,MV Agusta,IT,Giacomo Agostini,1972,350cc,ITALY
Isle of Man,MotoGP™,MV Agusta,IT,Giacomo Agostini,1972,MotoGP,ITALY
Imola,125cc,Derbi,ES,Angel Nieto,1972,125cc,SPAIN
Imola,350cc,MV Agusta,IT,Giacomo Agostini,1972,350cc,ITALY
Imola,250cc,Aermacchi,IT,Renzo Pasolini,1972,250cc,ITALY
Imola,50cc,Kreidler,NL,Jan De Vries,1972,50cc,NETHERLANDS
Imola,MotoGP™,MV Agusta,IT,Giacomo Agostini,1972,MotoGP,ITALY
Salzburgring,MotoGP™,MV Agusta,IT,Giacomo Agostini,1972,MotoGP,ITALY
Salzburgring,125cc,Derbi,ES,Angel Nieto,1972,125cc,SPAIN
Salzburgring,350cc,MV Agusta,IT,Giacomo Agostini,1972,350cc,ITALY
Salzburgring,250cc,,SE,Borje Jansson,1972,250cc,SWEDEN
Clermont-Ferrand,125cc,Morbidelli,IT,Gilberto Parlotti,1972,125cc,ITALY
Clermont-Ferrand,MotoGP™,MV Agusta,IT,Giacomo Agostini,1972,MotoGP,ITALY
Clermont-Ferrand,350cc,Yamaha,FI,Jarno Saarinen,1972,350cc,FINLAND
Clermont-Ferrand,250cc,Yamaha,GB,Phil Read,1972,250cc,GREAT BRITAIN
Nurburgring,50cc,Kreidler,NL,Jan De Vries,1972,50cc,NETHERLANDS
Nurburgring,MotoGP™,MV Agusta,IT,Giacomo Agostini,1972,MotoGP,ITALY
Nurburgring,125cc,Morbidelli,IT,Gilberto Parlotti,1972,125cc,ITALY
Nurburgring,250cc,Yamaha,JP,Hideo Kanaya,1972,250cc,JAPAN
Nurburgring,350cc,Yamaha,FI,Jarno Saarinen,1972,350cc,FINLAND
Jarama,250cc,Yamaha,FI,Jarno Saarinen,1971,250cc,FINLAND
Jarama,MotoGP™,Kawasaki,GB,Dave Simmonds,1971,MotoGP,GREAT BRITAIN
Jarama,125cc,Derbi,ES,Angel Nieto,1971,125cc,SPAIN
Jarama,50cc,Kreidler,NL,Jan De Vries,1971,50cc,NETHERLANDS
Jarama,350cc,Yamaha,FI,Teuvo Lansivuori,1971,350cc,FINLAND
Monza,50cc,Kreidler,NL,Jan De Vries,1971,50cc,NETHERLANDS
Monza,250cc,Yamaha,CH,Gyula Marsovszky,1971,250cc,SWITZERLAND
Monza,350cc,Yamaha,FI,Jarno Saarinen,1971,350cc,FINLAND
Monza,MotoGP™,Derbi,IT,Alberto Pagani,1971,MotoGP,ITALY
Monza,125cc,Morbidelli,IT,Gilberto Parlotti,1971,125cc,ITALY
Belfast,250cc,Yamsel,IE,Ray Mccullough,1971,250cc,IRELAND
Belfast,MotoGP™,Yamaha,AU,Jack Findlay,1971,MotoGP,AUSTRALIA
Belfast,350cc,MZ,GB,Peter Williams,1971,350cc,GREAT BRITAIN
Imatra,125cc,Derbi,GB,Barry Sheene,1971,125cc,GREAT BRITAIN
Imatra,350cc,MV Agusta,IT,Giacomo Agostini,1971,350cc,ITALY
Imatra,MotoGP™,MV Agusta,IT,Giacomo Agostini,1971,MotoGP,ITALY
Imatra,250cc,Yamaha,GB,Rodney Gould,1971,250cc,GREAT BRITAIN
Anderstorp,MotoGP™,MV Agusta,IT,Giacomo Agostini,1971,MotoGP,ITALY
Anderstorp,125cc,Derbi,GB,Barry Sheene,1971,125cc,GREAT BRITAIN
Anderstorp,250cc,Yamaha,GB,Rodney Gould,1971,250cc,GREAT BRITAIN
Anderstorp,350cc,MV Agusta,IT,Giacomo Agostini,1971,350cc,ITALY
Anderstorp,50cc,Derbi,ES,Angel Nieto,1971,50cc,SPAIN
Automotodrom Brno,50cc,Derbi,GB,Barry Sheene,1971,50cc,GREAT BRITAIN
Automotodrom Brno,350cc,Yamaha,FI,Jarno Saarinen,1971,350cc,FINLAND
Automotodrom Brno,125cc,Derbi,ES,Angel Nieto,1971,125cc,SPAIN
Automotodrom Brno,250cc,Yamaha,HU,Janos Drapal,1971,250cc,HUNGARY
Sachsenring,MotoGP™,MV Agusta,IT,Giacomo Agostini,1971,MotoGP,ITALY
Sachsenring,250cc,Yamaha,DE,Dieter Braun,1971,250cc,GERMANY
Sachsenring,125cc,Derbi,ES,Angel Nieto,1971,125cc,SPAIN
Sachsenring,50cc,Derbi,ES,Angel Nieto,1971,50cc,SPAIN
Sachsenring,350cc,MV Agusta,IT,Giacomo Agostini,1971,350cc,ITALY
Spa-Francorchamps,250cc,MZ-MZ-RE,IT,Silvio Grassetti,1971,250cc,ITALY
Spa-Francorchamps,50cc,Kreidler,NL,Jan De Vries,1971,50cc,NETHERLANDS
Spa-Francorchamps,125cc,Derbi,GB,Barry Sheene,1971,125cc,GREAT BRITAIN
Spa-Francorchamps,MotoGP™,MV Agusta,IT,Giacomo Agostini,1971,MotoGP,ITALY
TT Circuit Assen,MotoGP™,MV Agusta,IT,Giacomo Agostini,1971,MotoGP,ITALY
TT Circuit Assen,350cc,MV Agusta,IT,Giacomo Agostini,1971,350cc,ITALY
TT Circuit Assen,125cc,Derbi,ES,Angel Nieto,1971,125cc,SPAIN
TT Circuit Assen,250cc,Yamaha,GB,Phil Read,1971,250cc,GREAT BRITAIN
TT Circuit Assen,50cc,Derbi,ES,Angel Nieto,1971,50cc,SPAIN
Isle of Man,250cc,Yamaha,GB,Phil Read,1971,250cc,GREAT BRITAIN
Isle of Man,125cc,Yamaha,GB,Chas Mortimer,1971,125cc,GREAT BRITAIN
Isle of Man,MotoGP™,MV Agusta,IT,Giacomo Agostini,1971,MotoGP,ITALY
Isle of Man,350cc,Yamaha,GB,Tony Jefferies,1971,350cc,GREAT BRITAIN
Hockenheim,MotoGP™,MV Agusta,IT,Giacomo Agostini,1971,MotoGP,ITALY
Hockenheim,125cc,Kawasaki,GB,Dave Simmonds,1971,125cc,GREAT BRITAIN
Hockenheim,250cc,Yamaha,GB,Phil Read,1971,250cc,GREAT BRITAIN
Hockenheim,350cc,MV Agusta,IT,Giacomo Agostini,1971,350cc,ITALY
Hockenheim,50cc,Kreidler,NL,Jan De Vries,1971,50cc,NETHERLANDS
Salzburgring,MotoGP™,MV Agusta,IT,Giacomo Agostini,1971,MotoGP,ITALY
Salzburgring,50cc,Kreidler,NL,Jan De Vries,1971,50cc,NETHERLANDS
Salzburgring,350cc,MV Agusta,IT,Giacomo Agostini,1971,350cc,ITALY
Salzburgring,125cc,Derbi,ES,Angel Nieto,1971,125cc,SPAIN
Salzburgring,250cc,MZ-MZ-RE,IT,Silvio Grassetti,1971,250cc,ITALY
Montjuïc,350cc,Aermacchi,IT,Angelo Bergamonti,1970,350cc,ITALY
Montjuïc,MotoGP™,Aermacchi,IT,Angelo Bergamonti,1970,MotoGP,ITALY
Montjuïc,125cc,Derbi,ES,Angel Nieto,1970,125cc,SPAIN
Montjuïc,50cc,Derbi,ES,Salvador Cañellas,1970,50cc,SPAIN
Montjuïc,250cc,Yamaha,SE,Kent Andersson,1970,250cc,SWEDEN
Monza,MotoGP™,MV Agusta,IT,Giacomo Agostini,1970,MotoGP,ITALY
Monza,250cc,Yamaha,GB,Rodney Gould,1970,250cc,GREAT BRITAIN
Monza,50cc,Kreidler,NL,Jan De Vries,1970,50cc,NETHERLANDS
Monza,125cc,Derbi,ES,Angel Nieto,1970,125cc,SPAIN
Monza,350cc,MV Agusta,IT,Giacomo Agostini,1970,350cc,ITALY
Belfast,MotoGP™,MV Agusta,IT,Giacomo Agostini,1970,MotoGP,ITALY
Belfast,250cc,Yamaha,AU,Kel Carruthers,1970,250cc,AUSTRALIA
Belfast,50cc,Derbi,ES,Angel Nieto,1970,50cc,SPAIN
Belfast,350cc,MV Agusta,IT,Giacomo Agostini,1970,350cc,ITALY
Imatra,350cc,MV Agusta,IT,Giacomo Agostini,1970,350cc,ITALY
Imatra,125cc,Kawasaki,GB,Dave Simmonds,1970,125cc,GREAT BRITAIN
Imatra,MotoGP™,MV Agusta,IT,Giacomo Agostini,1970,MotoGP,ITALY
Imatra,250cc,Yamaha,GB,Rodney Gould,1970,250cc,GREAT BRITAIN
Automotodrom Brno,50cc,Suzuki,NL,Aalt Toersen,1970,50cc,NETHERLANDS
Automotodrom Brno,350cc,MV Agusta,IT,Giacomo Agostini,1970,350cc,ITALY
Automotodrom Brno,125cc,Tomos,IT,Gilberto Parlotti,1970,125cc,ITALY
Automotodrom Brno,250cc,Yamaha,AU,Kel Carruthers,1970,250cc,AUSTRALIA
Sachsenring,50cc,Suzuki,NL,Aalt Toersen,1970,50cc,NETHERLANDS
Sachsenring,125cc,Derbi,ES,Angel Nieto,1970,125cc,SPAIN
Sachsenring,MotoGP™,MV Agusta,IT,Giacomo Agostini,1970,MotoGP,ITALY
Sachsenring,250cc,Yamaha,GB,Rodney Gould,1970,250cc,GREAT BRITAIN
Sachsenring,350cc,MV Agusta,IT,Giacomo Agostini,1970,350cc,ITALY
Spa-Francorchamps,250cc,Yamaha,GB,Rodney Gould,1970,250cc,GREAT BRITAIN
Spa-Francorchamps,MotoGP™,MV Agusta,IT,Giacomo Agostini,1970,MotoGP,ITALY
Spa-Francorchamps,125cc,Derbi,ES,Angel Nieto,1970,125cc,SPAIN
Spa-Francorchamps,50cc,Suzuki,NL,Aalt Toersen,1970,50cc,NETHERLANDS
TT Circuit Assen,50cc,Derbi,ES,Angel Nieto,1970,50cc,SPAIN
TT Circuit Assen,250cc,Yamaha,GB,Rodney Gould,1970,250cc,GREAT BRITAIN
TT Circuit Assen,MotoGP™,MV Agusta,IT,Giacomo Agostini,1970,MotoGP,ITALY
TT Circuit Assen,350cc,MV Agusta,IT,Giacomo Agostini,1970,350cc,ITALY
TT Circuit Assen,125cc,MZ,DE,Dieter Braun,1970,125cc,GERMANY
Isle of Man,250cc,Yamaha,AU,Kel Carruthers,1970,250cc,AUSTRALIA
Isle of Man,MotoGP™,MV Agusta,IT,Giacomo Agostini,1970,MotoGP,ITALY
Isle of Man,350cc,MV Agusta,IT,Giacomo Agostini,1970,350cc,ITALY
Isle of Man,125cc,MZ,DE,Dieter Braun,1970,125cc,GERMANY
Opatija,350cc,MV Agusta,IT,Giacomo Agostini,1970,350cc,ITALY
Opatija,MotoGP™,MV Agusta,IT,Giacomo Agostini,1970,MotoGP,ITALY
Opatija,125cc,MZ,DE,Dieter Braun,1970,125cc,GERMANY
Opatija,250cc,Ossa,ES,Santiago Herrero,1970,250cc,SPAIN
Opatija,50cc,Derbi,ES,Angel Nieto,1970,50cc,SPAIN
Le Mans,250cc,Yamaha,GB,Rodney Gould,1970,250cc,GREAT BRITAIN
Le Mans,50cc,Derbi,ES,Angel Nieto,1970,50cc,SPAIN
Le Mans,MotoGP™,MV Agusta,IT,Giacomo Agostini,1970,MotoGP,ITALY
Le Mans,125cc,MZ,DE,Dieter Braun,1970,125cc,GERMANY
Nurburgring,50cc,Derbi,ES,Angel Nieto,1970,50cc,SPAIN
Nurburgring,350cc,MV Agusta,IT,Giacomo Agostini,1970,350cc,ITALY
Nurburgring,125cc,Linto,AU,John Dodds,1970,125cc,AUSTRALIA
Nurburgring,MotoGP™,MV Agusta,IT,Giacomo Agostini,1970,MotoGP,ITALY
Nurburgring,250cc,Yamaha,AU,Kel Carruthers,1970,250cc,AUSTRALIA
Opatija,250cc,Benelli,AU,Kel Carruthers,1969,250cc,AUSTRALIA
Opatija,125cc,Suzuki,DE,Dieter Braun,1969,125cc,GERMANY
Opatija,350cc,Jawa,IT,Silvio Grassetti,1969,350cc,ITALY
Opatija,50cc,Jamathi,NL,Paul Lodewijkx,1969,50cc,NETHERLANDS
Opatija,MotoGP™,Norton,GB,Godfrey Nash,1969,MotoGP,GREAT BRITAIN
Imola,125cc,Kawasaki,GB,Dave Simmonds,1969,125cc,GREAT BRITAIN
Imola,MotoGP™,Linto,IT,Alberto Pagani,1969,MotoGP,ITALY
Imola,350cc,Yamaha,GB,Phil Read,1969,350cc,GREAT BRITAIN
Imola,250cc,Yamaha,GB,Phil Read,1969,250cc,GREAT BRITAIN
Imola,50cc,Jamathi,NL,Paul Lodewijkx,1969,50cc,NETHERLANDS
Belfast,250cc,Benelli,AU,Kel Carruthers,1969,250cc,AUSTRALIA
Belfast,MotoGP™,MV Agusta,IT,Giacomo Agostini,1969,MotoGP,ITALY
Belfast,350cc,MV Agusta,IT,Giacomo Agostini,1969,350cc,ITALY
Belfast,50cc,Derbi,ES,Angel Nieto,1969,50cc,SPAIN
Imatra,350cc,MV Agusta,IT,Giacomo Agostini,1969,350cc,ITALY
Imatra,125cc,Kawasaki,GB,Dave Simmonds,1969,125cc,GREAT BRITAIN
Imatra,MotoGP™,MV Agusta,IT,Giacomo Agostini,1969,MotoGP,ITALY
Imatra,250cc,Yamaha,SE,Kent Andersson,1969,250cc,SWEDEN
Automotodrom Brno,125cc,Kawasaki,GB,Dave Simmonds,1969,125cc,GREAT BRITAIN
Automotodrom Brno,350cc,MV Agusta,IT,Giacomo Agostini,1969,350cc,ITALY
Automotodrom Brno,MotoGP™,MV Agusta,IT,Giacomo Agostini,1969,MotoGP,ITALY
Automotodrom Brno,50cc,Jamathi,NL,Paul Lodewijkx,1969,50cc,NETHERLANDS
Automotodrom Brno,250cc,Benelli,IT,Renzo Pasolini,1969,250cc,ITALY
Sachsenring,250cc,Benelli,IT,Renzo Pasolini,1969,250cc,ITALY
Sachsenring,350cc,MV Agusta,IT,Giacomo Agostini,1969,350cc,ITALY
Sachsenring,125cc,Kawasaki,GB,Dave Simmonds,1969,125cc,GREAT BRITAIN
Sachsenring,MotoGP™,MV Agusta,IT,Giacomo Agostini,1969,MotoGP,ITALY
Sachsenring,50cc,Derbi,ES,Angel Nieto,1969,50cc,SPAIN
Spa-Francorchamps,125cc,Kawasaki,GB,Dave Simmonds,1969,125cc,GREAT BRITAIN
Spa-Francorchamps,MotoGP™,MV Agusta,IT,Giacomo Agostini,1969,MotoGP,ITALY
Spa-Francorchamps,50cc,Derbi,AU,Barry Smith,1969,50cc,AUSTRALIA
Spa-Francorchamps,250cc,Derbi,ES,Santiago Herrero,1969,250cc,SPAIN
TT Circuit Assen,350cc,MV Agusta,IT,Giacomo Agostini,1969,350cc,ITALY
TT Circuit Assen,250cc,Benelli,IT,Renzo Pasolini,1969,250cc,ITALY
TT Circuit Assen,50cc,Derbi,AU,Barry Smith,1969,50cc,AUSTRALIA
TT Circuit Assen,MotoGP™,MV Agusta,IT,Giacomo Agostini,1969,MotoGP,ITALY
TT Circuit Assen,125cc,Kawasaki,GB,Dave Simmonds,1969,125cc,GREAT BRITAIN
Isle of Man,350cc,MV Agusta,IT,Giacomo Agostini,1969,350cc,ITALY
Isle of Man,125cc,Kawasaki,GB,Dave Simmonds,1969,125cc,GREAT BRITAIN
Isle of Man,MotoGP™,MV Agusta,IT,Giacomo Agostini,1969,MotoGP,ITALY
Isle of Man,250cc,Benelli,AU,Kel Carruthers,1969,250cc,AUSTRALIA
Le Mans,50cc,Kreidler,NL,Aalt Toersen,1969,50cc,NETHERLANDS
Le Mans,250cc,Derbi,ES,Santiago Herrero,1969,250cc,SPAIN
Le Mans,MotoGP™,MV Agusta,IT,Giacomo Agostini,1969,MotoGP,ITALY
Le Mans,125cc,Yamaha,FR,Jean Aureal,1969,125cc,FRANCE
Hockenheim,125cc,Kawasaki,GB,Dave Simmonds,1969,125cc,GREAT BRITAIN
Hockenheim,50cc,Kreidler,NL,Aalt Toersen,1969,50cc,NETHERLANDS
Hockenheim,350cc,MV Agusta,IT,Giacomo Agostini,1969,350cc,ITALY
Hockenheim,250cc,Yamaha,SE,Kent Andersson,1969,250cc,SWEDEN
Hockenheim,MotoGP™,MV Agusta,IT,Giacomo Agostini,1969,MotoGP,ITALY
Jarama,50cc,Kreidler,NL,Aalt Toersen,1969,50cc,NETHERLANDS
Jarama,MotoGP™,MV Agusta,IT,Giacomo Agostini,1969,MotoGP,ITALY
Jarama,250cc,Derbi,ES,Santiago Herrero,1969,250cc,SPAIN
Jarama,350cc,MV Agusta,IT,Giacomo Agostini,1969,350cc,ITALY
Jarama,125cc,Kreidler,NL,Cees Van Dongen,1969,125cc,NETHERLANDS
Monza,125cc,Yamaha,GB,Bill Ivy,1968,125cc,GREAT BRITAIN
Monza,350cc,MV Agusta,IT,Giacomo Agostini,1968,350cc,ITALY
Monza,MotoGP™,MV Agusta,IT,Giacomo Agostini,1968,MotoGP,ITALY
Monza,250cc,Yamaha,GB,Phil Read,1968,250cc,GREAT BRITAIN
Belfast,125cc,Yamaha,GB,Bill Ivy,1968,125cc,GREAT BRITAIN
Belfast,350cc,MV Agusta,IT,Giacomo Agostini,1968,350cc,ITALY
Belfast,250cc,Yamaha,GB,Bill Ivy,1968,250cc,GREAT BRITAIN
Belfast,MotoGP™,MV Agusta,IT,Giacomo Agostini,1968,MotoGP,ITALY
Imatra,125cc,Yamaha,GB,Phil Read,1968,125cc,GREAT BRITAIN
Imatra,MotoGP™,MV Agusta,IT,Giacomo Agostini,1968,MotoGP,ITALY
Imatra,250cc,Yamaha,GB,Phil Read,1968,250cc,GREAT BRITAIN
Automotodrom Brno,MotoGP™,MV Agusta,IT,Giacomo Agostini,1968,MotoGP,ITALY
Automotodrom Brno,125cc,Yamaha,GB,Phil Read,1968,125cc,GREAT BRITAIN
Automotodrom Brno,350cc,MV Agusta,IT,Giacomo Agostini,1968,350cc,ITALY
Automotodrom Brno,250cc,Yamaha,GB,Phil Read,1968,250cc,GREAT BRITAIN
Sachsenring,MotoGP™,MV Agusta,IT,Giacomo Agostini,1968,MotoGP,ITALY
Sachsenring,125cc,Yamaha,GB,Phil Read,1968,125cc,GREAT BRITAIN
Sachsenring,250cc,Yamaha,GB,Bill Ivy,1968,250cc,GREAT BRITAIN
Sachsenring,350cc,MV Agusta,IT,Giacomo Agostini,1968,350cc,ITALY
Spa-Francorchamps,250cc,Yamaha,GB,Phil Read,1968,250cc,GREAT BRITAIN
Spa-Francorchamps,50cc,Suzuki,DE,Hans-Georg Anscheidt,1968,50cc,GERMANY
Spa-Francorchamps,MotoGP™,MV Agusta,IT,Giacomo Agostini,1968,MotoGP,ITALY
TT Circuit Assen,350cc,MV Agusta,IT,Giacomo Agostini,1968,350cc,ITALY
TT Circuit Assen,MotoGP™,MV Agusta,IT,Giacomo Agostini,1968,MotoGP,ITALY
TT Circuit Assen,250cc,Yamaha,GB,Bill Ivy,1968,250cc,GREAT BRITAIN
TT Circuit Assen,50cc,Kreidler,NL,Paul Lodewijkx,1968,50cc,NETHERLANDS
TT Circuit Assen,125cc,Yamaha,GB,Phil Read,1968,125cc,GREAT BRITAIN
Isle of Man,125cc,Yamaha,GB,Phil Read,1968,125cc,GREAT BRITAIN
Isle of Man,250cc,Yamaha,GB,Bill Ivy,1968,250cc,GREAT BRITAIN
Isle of Man,350cc,MV Agusta,IT,Giacomo Agostini,1968,350cc,ITALY
Isle of Man,50cc,Derbi,AU,Barry Smith,1968,50cc,AUSTRALIA
Isle of Man,MotoGP™,MV Agusta,IT,Giacomo Agostini,1968,MotoGP,ITALY
Montjuïc,125cc,Bultaco,ES,Salvador Cañellas,1968,125cc,SPAIN
Montjuïc,250cc,Yamaha,GB,Phil Read,1968,250cc,GREAT BRITAIN
Montjuïc,50cc,Suzuki,DE,Hans-Georg Anscheidt,1968,50cc,GERMANY
Montjuïc,MotoGP™,MV Agusta,IT,Giacomo Agostini,1968,MotoGP,ITALY
Nurburgring,350cc,MV Agusta,IT,Giacomo Agostini,1968,350cc,ITALY
Nurburgring,125cc,Yamaha,GB,Phil Read,1968,125cc,GREAT BRITAIN
Nurburgring,250cc,Yamaha,GB,Bill Ivy,1968,250cc,GREAT BRITAIN
Nurburgring,50cc,Suzuki,DE,Hans-Georg Anscheidt,1968,50cc,GERMANY
Nurburgring,MotoGP™,MV Agusta,IT,Giacomo Agostini,1968,MotoGP,ITALY
Fisco,50cc,,JP,Mitsuo Itoh,1967,50cc,JAPAN
Fisco,125cc,Yamaha,GB,Bill Ivy,1967,125cc,GREAT BRITAIN
Fisco,350cc,Honda,GB,Mike Hailwood,1967,350cc,GREAT BRITAIN
Fisco,250cc,Honda,IE,Ralph Bryans,1967,250cc,IRELAND
Mosport,250cc,Honda,GB,Mike Hailwood,1967,250cc,GREAT BRITAIN
Mosport,MotoGP™,Honda,GB,Mike Hailwood,1967,MotoGP,GREAT BRITAIN
Mosport,125cc,Yamaha,GB,Bill Ivy,1967,125cc,GREAT BRITAIN
Monza,125cc,Yamaha,GB,Bill Ivy,1967,125cc,GREAT BRITAIN
Monza,250cc,Yamaha,GB,Phil Read,1967,250cc,GREAT BRITAIN
Monza,MotoGP™,MV Agusta,IT,Giacomo Agostini,1967,MotoGP,ITALY
Monza,350cc,Honda,IE,Ralph Bryans,1967,350cc,IRELAND
Belfast,350cc,MV Agusta,IT,Giacomo Agostini,1967,350cc,ITALY
Belfast,250cc,Honda,GB,Mike Hailwood,1967,250cc,GREAT BRITAIN
Belfast,125cc,Yamaha,GB,Bill Ivy,1967,125cc,GREAT BRITAIN
Belfast,MotoGP™,Honda,GB,Mike Hailwood,1967,MotoGP,GREAT BRITAIN
Imatra,125cc,,GB,Stuart Graham,1967,125cc,GREAT BRITAIN
Imatra,MotoGP™,MV Agusta,IT,Giacomo Agostini,1967,MotoGP,ITALY
Imatra,250cc,Honda,GB,Mike Hailwood,1967,250cc,GREAT BRITAIN
Automotodrom Brno,250cc,Yamaha,GB,Phil Read,1967,250cc,GREAT BRITAIN
Automotodrom Brno,MotoGP™,Honda,GB,Mike Hailwood,1967,MotoGP,GREAT BRITAIN
Automotodrom Brno,350cc,Honda,GB,Mike Hailwood,1967,350cc,GREAT BRITAIN
Automotodrom Brno,125cc,Yamaha,GB,Bill Ivy,1967,125cc,GREAT BRITAIN
Sachsenring,MotoGP™,MV Agusta,IT,Giacomo Agostini,1967,MotoGP,ITALY
Sachsenring,250cc,Yamaha,GB,Phil Read,1967,250cc,GREAT BRITAIN
Sachsenring,125cc,Yamaha,GB,Bill Ivy,1967,125cc,GREAT BRITAIN
Sachsenring,350cc,Honda,GB,Mike Hailwood,1967,350cc,GREAT BRITAIN
Spa-Francorchamps,MotoGP™,MV Agusta,IT,Giacomo Agostini,1967,MotoGP,ITALY
Spa-Francorchamps,250cc,Yamaha,GB,Bill Ivy,1967,250cc,GREAT BRITAIN
Spa-Francorchamps,50cc,Suzuki,DE,Hans-Georg Anscheidt,1967,50cc,GERMANY
TT Circuit Assen,MotoGP™,Honda,GB,Mike Hailwood,1967,MotoGP,GREAT BRITAIN
TT Circuit Assen,125cc,Yamaha,GB,Phil Read,1967,125cc,GREAT BRITAIN
TT Circuit Assen,350cc,Honda,GB,Mike Hailwood,1967,350cc,GREAT BRITAIN
TT Circuit Assen,50cc,Suzuki,JP,Yoshimi Katayama,1967,50cc,JAPAN
TT Circuit Assen,250cc,Honda,GB,Mike Hailwood,1967,250cc,GREAT BRITAIN
Isle of Man,125cc,Yamaha,GB,Phil Read,1967,125cc,GREAT BRITAIN
Isle of Man,250cc,Honda,GB,Mike Hailwood,1967,250cc,GREAT BRITAIN
Isle of Man,50cc,,GB,Stuart Graham,1967,50cc,GREAT BRITAIN
Isle of Man,MotoGP™,Honda,GB,Mike Hailwood,1967,MotoGP,GREAT BRITAIN
Isle of Man,350cc,Honda,GB,Mike Hailwood,1967,350cc,GREAT BRITAIN
Clermont-Ferrand,250cc,Yamaha,GB,Bill Ivy,1967,250cc,GREAT BRITAIN
Clermont-Ferrand,50cc,Suzuki,JP,Yoshimi Katayama,1967,50cc,JAPAN
Clermont-Ferrand,125cc,Yamaha,GB,Bill Ivy,1967,125cc,GREAT BRITAIN
Hockenheim,MotoGP™,MV Agusta,IT,Giacomo Agostini,1967,MotoGP,ITALY
Hockenheim,350cc,Honda,GB,Mike Hailwood,1967,350cc,GREAT BRITAIN
Hockenheim,50cc,Suzuki,DE,Hans-Georg Anscheidt,1967,50cc,GERMANY
Hockenheim,125cc,Suzuki,JP,Yoshimi Katayama,1967,125cc,JAPAN
Hockenheim,250cc,Honda,IE,Ralph Bryans,1967,250cc,IRELAND
Montjuïc,250cc,Yamaha,GB,Phil Read,1967,250cc,GREAT BRITAIN
Montjuïc,125cc,Yamaha,GB,Bill Ivy,1967,125cc,GREAT BRITAIN
Montjuïc,50cc,Suzuki,DE,Hans-Georg Anscheidt,1967,50cc,GERMANY
Fisco,125cc,Yamaha,GB,Bill Ivy,1966,125cc,GREAT BRITAIN
Fisco,50cc,Suzuki,JP,Yoshimi Katayama,1966,50cc,JAPAN
Fisco,350cc,Yamaha,GB,Phil Read,1966,350cc,GREAT BRITAIN
Fisco,250cc,Yamaha,JP,Horoshi Hasegawa,1966,250cc,JAPAN
Monza,125cc,Honda,CH,Luigi Taveri,1966,125cc,SWITZERLAND
Monza,250cc,Honda,GB,Mike Hailwood,1966,250cc,GREAT BRITAIN
Monza,50cc,Suzuki,DE,Hans-Georg Anscheidt,1966,50cc,GERMANY
Monza,350cc,MV Agusta,IT,Giacomo Agostini,1966,350cc,ITALY
Monza,MotoGP™,MV Agusta,IT,Giacomo Agostini,1966,MotoGP,ITALY
Isle of Man,350cc,MV Agusta,IT,Giacomo Agostini,1966,350cc,ITALY
Isle of Man,250cc,Honda,GB,Mike Hailwood,1966,250cc,GREAT BRITAIN
Isle of Man,50cc,Honda,IE,Ralph Bryans,1966,50cc,IRELAND
Isle of Man,125cc,Yamaha,GB,Bill Ivy,1966,125cc,GREAT BRITAIN
Isle of Man,MotoGP™,Honda,GB,Mike Hailwood,1966,MotoGP,GREAT BRITAIN
Belfast,250cc,Bultaco,NZ,Ginger Molloy,1966,250cc,NEW ZEALAND
Belfast,MotoGP™,Honda,GB,Mike Hailwood,1966,MotoGP,GREAT BRITAIN
Belfast,125cc,Honda,CH,Luigi Taveri,1966,125cc,SWITZERLAND
Belfast,350cc,Honda,GB,Mike Hailwood,1966,350cc,GREAT BRITAIN
Imatra,MotoGP™,MV Agusta,IT,Giacomo Agostini,1966,MotoGP,ITALY
Imatra,250cc,Honda,GB,Mike Hailwood,1966,250cc,GREAT BRITAIN
Imatra,125cc,Yamaha,GB,Phil Read,1966,125cc,GREAT BRITAIN
Imatra,350cc,Honda,GB,Mike Hailwood,1966,350cc,GREAT BRITAIN
Automotodrom Brno,MotoGP™,Honda,GB,Mike Hailwood,1966,MotoGP,GREAT BRITAIN
Automotodrom Brno,350cc,Honda,GB,Mike Hailwood,1966,350cc,GREAT BRITAIN
